Entity,Code,Day,Total confirmed cases of COVID-19,Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,738545-annotations
Latvia,LVA,2020-03-14,26,16,19,
Latvia,LVA,2020-03-15,30,30,26,
Latvia,LVA,2020-03-16,34,31,31,
Latvia,LVA,2020-03-17,49,36,36,
Lebanon,LBN,2020-02-21,1,,,
Lebanon,LBN,2020-02-22,1,1,1,
Lebanon,LBN,2020-02-23,1,1,1,
Lebanon,LBN,2020-02-24,1,1,1,
Lebanon,LBN,2020-02-25,1,1,1,
Lebanon,LBN,2020-02-26,2,1,1,
Lebanon,LBN,2020-02-27,2,2,2,
Lebanon,LBN,2020-02-28,2,2,3,
Lebanon,LBN,2020-02-29,4,2,3,
Lebanon,LBN,2020-03-01,10,2,4,
Lebanon,LBN,2020-03-02,13,10,10,
Lebanon,LBN,2020-03-03,13,13,13,
Lebanon,LBN,2020-03-04,13,13,,
Lebanon,LBN,2020-03-05,16,13,,
Lebanon,LBN,2020-03-06,22,16,16,
Lebanon,LBN,2020-03-07,22,22,22,
Lebanon,LBN,2020-03-08,32,28,,
Lebanon,LBN,2020-03-09,32,32,32,
Lebanon,LBN,2020-03-10,41,41,41,
Lebanon,LBN,2020-03-11,61,41,41,
Lebanon,LBN,2020-03-12,61,66,61,
Lebanon,LBN,2020-03-13,77,66,66,
Lebanon,LBN,2020-03-14,93,77,,
Lebanon,LBN,2020-03-15,110,93,93,
Lebanon,LBN,2020-03-16,110,99,99,
Lebanon,LBN,2020-03-17,120,109,120,
Liberia,LBR,2020-03-17,5,1,1,
Liechtenstein,LIE,2020-03-04,1,,,
Liechtenstein,LIE,2020-03-05,1,1,1,
Liechtenstein,LIE,2020-03-06,1,1,,
Liechtenstein,LIE,2020-03-07,1,1,,
Liechtenstein,LIE,2020-03-08,1,1,,
Liechtenstein,LIE,2020-03-09,1,1,,
Liechtenstein,LIE,2020-03-10,1,1,,
Liechtenstein,LIE,2020-03-11,3,1,,
Liechtenstein,LIE,2020-03-12,4,1,3,
Liechtenstein,LIE,2020-03-13,5,4,4,
Liechtenstein,LIE,2020-03-14,7,4,4,
Liechtenstein,LIE,2020-03-15,11,4,4,
Liechtenstein,LIE,2020-03-16,14,7,7,
Liechtenstein,LIE,2020-03-17,19,7,7,
Lithuania,LTU,2020-02-28,,1,1,
Lithuania,LTU,2020-02-29,,1,1,
Lithuania,LTU,2020-03-01,,1,1,
Lithuania,LTU,2020-03-02,,1,1,
Lithuania,LTU,2020-03-03,,1,,
Lithuania,LTU,2020-03-04,,1,,
Lithuania,LTU,2020-03-05,,1,,
Lithuania,LTU,2020-03-06,,1,,
Lithuania,LTU,2020-03-07,,1,,
Lithuania,LTU,2020-03-08,,1,,
Lithuania,LTU,2020-03-09,,1,,
Lithuania,LTU,2020-03-10,,1,,
Lithuania,LTU,2020-03-11,,1,3,
Lithuania,LTU,2020-03-12,,3,3,
Lithuania,LTU,2020-03-13,,3,,
Lithuania,LTU,2020-03-14,,6,6,
Lithuania,LTU,2020-03-15,,9,9,
Lithuania,LTU,2020-03-16,,14,14,
Lithuania,LTU,2020-03-17,,17,17,
Low income,,2020-01-25,,,1,
Low income,,2020-01-26,,,1,
Low income,,2020-01-27,,,1,
Low income,,2020-01-28,,,1,
Low income,,2020-01-29,,,1,
Low income,,2020-01-30,,,1,
Low income,,2020-01-31,,,1,
Low income,,2020-02-01,,,1,
Low income,,2020-02-02,,,1,
Low income,,2020-02-03,,,1,
Low income,,2020-02-04,,,1,
Low income,,2020-02-05,,,1,
Low income,,2020-02-06,,,1,
Low income,,2020-02-07,,,1,
Low income,,2020-02-08,,,1,
Low income,,2020-02-09,,,1,
Low income,,2020-02-10,,,1,
Low income,,2020-02-11,,,1,
Low income,,2020-02-12,,,1,
Low income,,2020-02-13,,,1,
Low income,,2020-02-14,,,1,
Low income,,2020-02-15,,,1,
Low income,,2020-02-16,,,1,
Low income,,2020-02-17,,,1,
Low income,,2020-02-18,,,1,
Low income,,2020-02-19,,,1,
Low income,,2020-02-20,,,1,
Low income,,2020-02-21,,,1,
Low income,,2020-02-22,,,1,
Low income,,2020-02-23,,,1,
Low income,,2020-02-24,5,,1,
Low income,,2020-02-25,5,,2,
Low income,,2020-02-26,5,,2,
Low income,,2020-02-27,5,,2,
Low income,,2020-02-28,5,,2,
Low income,,2020-02-29,5,,2,
Low income,,2020-03-01,5,,2,
Low income,,2020-03-02,5,,2,
Low income,,2020-03-03,5,,2,
Low income,,2020-03-04,5,,2,
Low income,,2020-03-05,5,,2,
Low income,,2020-03-06,6,,2,
Low income,,2020-03-07,9,,3,
Low income,,2020-03-08,9,,6,
Low income,,2020-03-09,9,,6,
Low income,,2020-03-10,10,,6,
Low income,,2020-03-11,15,,12,
Low income,,2020-03-12,15,,12,
Low income,,2020-03-13,18,,12,
Low income,,2020-03-14,23,,15,
Low income,,2020-03-15,31,,20,
Low income,,2020-03-16,57,,34,
Low income,,2020-03-17,67,,62,
Lower middle income,,2020-01-23,2,,,
Lower middle income,,2020-01-24,2,,2,
Lower middle income,,2020-01-25,3,,2,
Lower middle income,,2020-01-26,3,,2,
Lower middle income,,2020-01-27,5,,2,
Lower middle income,,2020-01-28,5,,3,
Lower middle income,,2020-01-29,5,,3,
Lower middle income,,2020-01-30,7,,5,
Lower middle income,,2020-01-31,7,,8,
Lower middle income,,2020-02-01,11,,8,
Lower middle income,,2020-02-02,13,,12,
Lower middle income,,2020-02-03,16,,13,
Lower middle income,,2020-02-04,16,,15,
Lower middle income,,2020-02-05,16,,16,
Lower middle income,,2020-02-06,18,,17,
Lower middle income,,2020-02-07,19,,19,
Lower middle income,,2020-02-08,22,,20,
Lower middle income,,2020-02-09,22,,21,
Lower middle income,,2020-02-10,23,,21,
Lower middle income,,2020-02-11,24,,22,
Lower middle income,,2020-02-12,24,,22,
Lower middle income,,2020-02-13,25,,23,
Lower middle income,,2020-02-14,26,,23,
Lower middle income,,2020-02-15,26,,24,
Lower middle income,,2020-02-16,26,,24,
Lower middle income,,2020-02-17,26,,24,
Lower middle income,,2020-02-18,26,,24,
Lower middle income,,2020-02-19,28,,24,
Lower middle income,,2020-02-20,31,,24,
Lower middle income,,2020-02-21,45,,24,
Lower middle income,,2020-02-22,55,,24,
Lower middle income,,2020-02-23,70,,24,
Lower middle income,,2020-02-24,88,,24,
Lower middle income,,2020-02-25,125,,24,
Lower middle income,,2020-02-26,170,,24,
Lower middle income,,2020-02-27,276,,26,
Lower middle income,,2020-02-28,422,,27,
Lower middle income,,2020-02-29,629,,27,
Lower middle income,,2020-03-01,1021,,29,
Lower middle income,,2020-03-02,1556,,32,
Lower middle income,,2020-03-03,2395,,37,
Lower middle income,,2020-03-04,3014,,40,
Lower middle income,,2020-03-05,3617,,64,
Lower middle income,,2020-03-06,4884,,76,
Lower middle income,,2020-03-07,5975,,106,
Lower middle income,,2020-03-08,6793,,119,
Lower middle income,,2020-03-09,7436,,172,
Lower middle income,,2020-03-10,8380,,229,
Lower middle income,,2020-03-11,9411,,270,
Lower middle income,,2020-03-12,10521,,343,
Lower middle income,,2020-03-13,11935,,392,
Lower middle income,,2020-03-14,13512,,503,
Lower middle income,,2020-03-15,14943,,628,
Lower middle income,,2020-03-16,16205,,741,
Lower middle income,,2020-03-17,17707,,1013,
Luxembourg,LUX,2020-02-29,1,,,
Luxembourg,LUX,2020-03-01,1,,1,
Luxembourg,LUX,2020-03-02,1,1,1,
Luxembourg,LUX,2020-03-03,1,1,,
Luxembourg,LUX,2020-03-04,1,1,,
Luxembourg,LUX,2020-03-05,1,1,,
Luxembourg,LUX,2020-03-06,2,1,,
Luxembourg,LUX,2020-03-07,2,2,3,
Luxembourg,LUX,2020-03-08,3,2,,
Luxembourg,LUX,2020-03-09,3,2,5,
Luxembourg,LUX,2020-03-10,5,5,,
Luxembourg,LUX,2020-03-11,7,5,7,
Luxembourg,LUX,2020-03-12,19,17,7,
Luxembourg,LUX,2020-03-13,34,17,26,
Luxembourg,LUX,2020-03-14,51,38,38,
Luxembourg,LUX,2020-03-15,59,38,,
Luxembourg,LUX,2020-03-16,77,38,77,
Luxembourg,LUX,2020-03-17,140,81,81,
Macao,MAC,2020-01-22,1,,,
Macao,MAC,2020-01-23,2,,,
Macao,MAC,2020-01-24,2,,,
Macao,MAC,2020-01-25,2,,,
Macao,MAC,2020-01-26,5,,,
Macao,MAC,2020-01-27,6,,,
Macao,MAC,2020-01-28,7,,,
Macao,MAC,2020-01-29,7,,,
Macao,MAC,2020-01-30,7,,,
Macao,MAC,2020-01-31,7,,,
Macao,MAC,2020-02-01,7,,,
Macao,MAC,2020-02-02,8,,,
Macao,MAC,2020-02-03,8,,,
Macao,MAC,2020-02-04,10,,,
Macao,MAC,2020-02-05,10,,,
Macao,MAC,2020-02-06,10,,,
Macao,MAC,2020-02-07,10,,,
Macao,MAC,2020-02-08,10,,,
Macao,MAC,2020-02-09,10,,,
Macao,MAC,2020-02-10,10,,,
Macao,MAC,2020-02-11,10,,,
Macao,MAC,2020-02-12,10,,,
Macao,MAC,2020-02-13,10,,,
Macao,MAC,2020-02-14,10,,,
Macao,MAC,2020-02-15,10,,,
Macao,MAC,2020-02-16,10,,,
Macao,MAC,2020-02-17,10,,,
Macao,MAC,2020-02-18,10,,,
Macao,MAC,2020-02-19,10,,,
Macao,MAC,2020-02-20,10,,,
Macao,MAC,2020-02-21,10,,,
Macao,MAC,2020-02-22,10,,,
Macao,MAC,2020-02-23,10,,,
Macao,MAC,2020-02-24,10,,,
Macao,MAC,2020-02-25,10,,,
Macao,MAC,2020-02-26,10,,,
Macao,MAC,2020-02-27,10,,,
Macao,MAC,2020-02-28,10,,,
Macao,MAC,2020-02-29,10,,,
Macao,MAC,2020-03-01,10,,,
Macao,MAC,2020-03-02,10,,,
Macao,MAC,2020-03-03,10,,,
Macao,MAC,2020-03-04,10,,,
Macao,MAC,2020-03-05,10,,,
Macao,MAC,2020-03-06,10,,,
Macao,MAC,2020-03-07,10,,,
Macao,MAC,2020-03-08,10,,,
Macao,MAC,2020-03-09,10,,,
Macao,MAC,2020-03-10,10,,,
Macao,MAC,2020-03-11,10,,,
Macao,MAC,2020-03-12,10,,,
Macao,MAC,2020-03-13,10,,,
Macao,MAC,2020-03-14,10,,,
Macao,MAC,2020-03-15,10,,,
Macao,MAC,2020-03-16,11,,,
Macao,MAC,2020-03-17,12,,,
Macedonia,,2020-02-27,,,1,
Macedonia,,2020-02-28,,,1,
Macedonia,,2020-02-29,,,1,
Macedonia,,2020-03-01,,,1,
Macedonia,,2020-03-02,,,1,
Macedonia,,2020-03-07,,,3,
Macedonia,,2020-03-11,,,7,
Macedonia,,2020-03-13,,,9,
Macedonia,,2020-03-14,,,13,
Macedonia,,2020-03-16,,,13,
Macedonia,,2020-03-17,,,19,
Malaysia,MYS,2020-01-25,4,,3,
Malaysia,MYS,2020-01-26,4,3,4,
Malaysia,MYS,2020-01-27,4,4,4,
Malaysia,MYS,2020-01-28,4,4,4,
Malaysia,MYS,2020-01-29,7,4,7,
Malaysia,MYS,2020-01-30,8,7,7,
Malaysia,MYS,2020-01-31,8,8,8,
Malaysia,MYS,2020-02-01,8,8,8,
Malaysia,MYS,2020-02-02,8,8,8,
Malaysia,MYS,2020-02-03,8,8,8,
Malaysia,MYS,2020-02-04,10,10,8,
Malaysia,MYS,2020-02-05,12,10,10,
Malaysia,MYS,2020-02-06,14,12,12,
Malaysia,MYS,2020-02-07,15,14,14,
Malaysia,MYS,2020-02-08,16,15,15,
Malaysia,MYS,2020-02-09,17,17,16,
Malaysia,MYS,2020-02-10,18,18,18,
Malaysia,MYS,2020-02-11,18,18,18,
Malaysia,MYS,2020-02-12,18,18,18,
Malaysia,MYS,2020-02-13,18,18,18,
Malaysia,MYS,2020-02-14,19,19,19,
Malaysia,MYS,2020-02-15,22,21,21,
Malaysia,MYS,2020-02-16,22,22,22,
Malaysia,MYS,2020-02-17,22,22,22,
Malaysia,MYS,2020-02-18,22,22,22,
Malaysia,MYS,2020-02-19,22,22,22,
Malaysia,MYS,2020-02-20,22,22,22,
Malaysia,MYS,2020-02-21,22,22,22,
Malaysia,MYS,2020-02-22,22,22,22,
Malaysia,MYS,2020-02-23,22,22,22,
Malaysia,MYS,2020-02-24,22,22,22,
Malaysia,MYS,2020-02-25,22,22,22,
Malaysia,MYS,2020-02-26,22,22,22,
Malaysia,MYS,2020-02-27,23,22,22,
Malaysia,MYS,2020-02-28,25,24,23,
Malaysia,MYS,2020-02-29,29,24,25,
Malaysia,MYS,2020-03-01,29,24,25,
Malaysia,MYS,2020-03-02,29,24,29,
Malaysia,MYS,2020-03-03,36,29,,
Malaysia,MYS,2020-03-04,50,50,36,
Malaysia,MYS,2020-03-05,55,50,50,
Malaysia,MYS,2020-03-06,83,55,50,
Malaysia,MYS,2020-03-07,93,83,83,
Malaysia,MYS,2020-03-08,99,93,93,
Malaysia,MYS,2020-03-09,117,93,99,
Malaysia,MYS,2020-03-10,129,117,117,
Malaysia,MYS,2020-03-11,149,129,129,
Malaysia,MYS,2020-03-12,158,129,149,
Malaysia,MYS,2020-03-13,197,129,158,
Malaysia,MYS,2020-03-14,238,197,197,
Malaysia,MYS,2020-03-15,428,238,238,
Malaysia,MYS,2020-03-16,553,553,428,
Malaysia,MYS,2020-03-17,673,553,553,
Maldives,MDV,2020-03-08,4,2,2,
Maldives,MDV,2020-03-09,4,4,4,
Maldives,MDV,2020-03-10,6,4,,
Maldives,MDV,2020-03-11,8,8,6,
Maldives,MDV,2020-03-12,8,8,8,
Maldives,MDV,2020-03-13,9,8,,
Maldives,MDV,2020-03-14,10,9,9,
Maldives,MDV,2020-03-15,13,10,9,
Maldives,MDV,2020-03-16,13,13,13,
Maldives,MDV,2020-03-17,13,13,13,
Malta,MLT,2020-03-07,3,,1,
Malta,MLT,2020-03-08,3,3,3,
Malta,MLT,2020-03-09,3,3,3,
Malta,MLT,2020-03-10,5,4,5,
Malta,MLT,2020-03-11,6,4,6,
Malta,MLT,2020-03-12,6,6,7,
Malta,MLT,2020-03-13,12,9,8,
Malta,MLT,2020-03-14,18,12,18,
Malta,MLT,2020-03-15,21,12,19,
Malta,MLT,2020-03-16,30,21,30,
Malta,MLT,2020-03-17,38,30,38,
Martinique,MTQ,2020-03-08,,2,,
Martinique,MTQ,2020-03-09,,2,,
Martinique,MTQ,2020-03-10,,2,,
Martinique,MTQ,2020-03-11,,3,,
Martinique,MTQ,2020-03-12,,3,,
Martinique,MTQ,2020-03-13,,4,,
Martinique,MTQ,2020-03-14,,6,,
Martinique,MTQ,2020-03-15,,10,,
Martinique,MTQ,2020-03-16,,15,,
Martinique,MTQ,2020-03-17,,16,,
Mauritania,MRT,2020-03-14,1,,,
Mauritania,MRT,2020-03-15,1,1,1,
Mauritania,MRT,2020-03-16,1,1,1,
Mauritania,MRT,2020-03-17,1,1,1,
Mayotte,MYT,2020-03-15,,1,,
Mayotte,MYT,2020-03-16,,1,,
Mayotte,MYT,2020-03-17,,1,,
Mexico,MEX,2020-01-22,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-23,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-24,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-25,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-26,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-27,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-28,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-29,,,1,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-30,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-01-31,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-01,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-02,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-03,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-04,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-05,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-06,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-07,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-08,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-09,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-10,,,2,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-11,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-12,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-13,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-14,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-15,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-16,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-17,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-18,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-19,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-20,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-21,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-22,,,3,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-23,,,4,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-24,,,4,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-25,,,6,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-26,,,6,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-27,,,6,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-28,1,,11,Oct 9: probable/earlier cases added
Mexico,MEX,2020-02-29,4,2,14,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-01,5,2,15,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-02,5,5,15,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-03,5,5,16,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-04,5,5,19,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-05,5,5,22,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-06,6,5,24,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-07,6,5,24,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-08,7,7,25,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-09,7,7,29,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-10,7,7,31,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-11,8,7,42,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-12,12,11,70,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-13,26,12,98,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-14,41,26,159,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-15,53,41,209,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-16,82,53,245,Oct 9: probable/earlier cases added
Mexico,MEX,2020-03-17,93,53,314,Oct 9: probable/earlier cases added
Moldova,MDA,2020-03-08,1,1,1,
Moldova,MDA,2020-03-09,1,1,,
Moldova,MDA,2020-03-10,3,1,,
Moldova,MDA,2020-03-11,3,3,3,
Moldova,MDA,2020-03-12,3,4,4,
Moldova,MDA,2020-03-13,6,4,6,
Moldova,MDA,2020-03-14,12,8,8,
Moldova,MDA,2020-03-15,23,12,20,
Moldova,MDA,2020-03-16,23,23,23,
Moldova,MDA,2020-03-17,30,29,29,
Monaco,MCO,2020-02-29,1,,1,
Monaco,MCO,2020-03-01,1,1,1,
Monaco,MCO,2020-03-02,1,1,1,
Monaco,MCO,2020-03-03,1,1,,
Monaco,MCO,2020-03-04,1,1,,
Monaco,MCO,2020-03-05,1,1,,
Monaco,MCO,2020-03-06,1,1,,
Monaco,MCO,2020-03-07,1,1,,
Monaco,MCO,2020-03-08,1,1,,
Monaco,MCO,2020-03-09,1,1,,
Monaco,MCO,2020-03-10,1,1,,
Monaco,MCO,2020-03-11,1,1,,
Monaco,MCO,2020-03-12,2,1,,
Monaco,MCO,2020-03-13,2,1,,
Monaco,MCO,2020-03-14,2,2,,
Monaco,MCO,2020-03-15,2,2,7,
Monaco,MCO,2020-03-16,7,9,9,
Monaco,MCO,2020-03-17,7,9,9,
Mongolia,MNG,2020-03-10,1,1,1,
Mongolia,MNG,2020-03-11,1,1,,
Mongolia,MNG,2020-03-12,1,1,,
Mongolia,MNG,2020-03-13,1,1,,
Mongolia,MNG,2020-03-14,1,1,,
Mongolia,MNG,2020-03-15,1,1,1,
Mongolia,MNG,2020-03-16,1,1,,
Mongolia,MNG,2020-03-17,4,4,,
Montenegro,MNE,2020-03-17,2,,,
Morocco,MAR,2020-03-02,1,,,
Morocco,MAR,2020-03-03,1,1,1,
Morocco,MAR,2020-03-04,1,1,,
Morocco,MAR,2020-03-05,2,2,,
Morocco,MAR,2020-03-06,2,2,2,
Morocco,MAR,2020-03-07,2,2,,
Morocco,MAR,2020-03-08,2,2,,
Morocco,MAR,2020-03-09,2,2,,
Morocco,MAR,2020-03-10,3,2,,
Morocco,MAR,2020-03-11,5,3,,
Morocco,MAR,2020-03-12,6,5,5,
Morocco,MAR,2020-03-13,7,6,6,
Morocco,MAR,2020-03-14,17,7,7,
Morocco,MAR,2020-03-15,28,18,18,
Morocco,MAR,2020-03-16,29,28,28,
Morocco,MAR,2020-03-17,38,38,37,
Namibia,NAM,2020-03-14,2,,,
Namibia,NAM,2020-03-15,2,2,2,
Namibia,NAM,2020-03-16,2,2,2,
Namibia,NAM,2020-03-17,2,2,2,
Nepal,NPL,2020-01-25,1,1,1,
Nepal,NPL,2020-01-26,1,1,1,
Nepal,NPL,2020-01-27,1,1,1,
Nepal,NPL,2020-01-28,1,1,1,
Nepal,NPL,2020-01-29,1,1,1,
Nepal,NPL,2020-01-30,1,1,1,
Nepal,NPL,2020-01-31,1,1,1,
Nepal,NPL,2020-02-01,1,1,1,
Nepal,NPL,2020-02-02,1,1,1,
Nepal,NPL,2020-02-03,1,1,1,
Nepal,NPL,2020-02-04,1,1,1,
Nepal,NPL,2020-02-05,1,1,1,
Nepal,NPL,2020-02-06,1,1,1,
Nepal,NPL,2020-02-07,1,1,1,
Nepal,NPL,2020-02-08,1,1,1,
Nepal,NPL,2020-02-09,1,1,1,
Nepal,NPL,2020-02-10,1,1,1,
Nepal,NPL,2020-02-11,1,1,1,
Nepal,NPL,2020-02-12,1,1,1,
Nepal,NPL,2020-02-13,1,1,1,
Nepal,NPL,2020-02-14,1,1,1,
Nepal,NPL,2020-02-15,1,1,1,
Nepal,NPL,2020-02-16,1,1,1,
Nepal,NPL,2020-02-17,1,1,1,
Nepal,NPL,2020-02-18,1,1,1,
Nepal,NPL,2020-02-19,1,1,1,
Nepal,NPL,2020-02-20,1,1,1,
Nepal,NPL,2020-02-21,1,1,1,
Nepal,NPL,2020-02-22,1,1,1,
Nepal,NPL,2020-02-23,1,1,1,
Nepal,NPL,2020-02-24,1,1,1,
Nepal,NPL,2020-02-25,1,1,1,
Nepal,NPL,2020-02-26,1,1,1,
Nepal,NPL,2020-02-27,1,1,1,
Nepal,NPL,2020-02-28,1,1,1,
Nepal,NPL,2020-02-29,1,1,1,
Nepal,NPL,2020-03-01,1,1,1,
Nepal,NPL,2020-03-02,1,1,1,
Nepal,NPL,2020-03-03,1,1,,
Nepal,NPL,2020-03-04,1,1,,
Nepal,NPL,2020-03-05,1,1,,
Nepal,NPL,2020-03-06,1,1,,
Nepal,NPL,2020-03-07,1,1,,
Nepal,NPL,2020-03-08,1,1,,
Nepal,NPL,2020-03-09,1,1,,
Nepal,NPL,2020-03-10,1,1,,
Nepal,NPL,2020-03-11,1,1,,
Nepal,NPL,2020-03-12,1,1,,
Nepal,NPL,2020-03-13,1,1,,
Nepal,NPL,2020-03-14,1,1,,
Nepal,NPL,2020-03-15,1,1,1,
Nepal,NPL,2020-03-16,1,1,,
Nepal,NPL,2020-03-17,1,1,1,
Netherlands,NLD,2020-02-27,1,,,
Netherlands,NLD,2020-02-28,6,1,1,
Netherlands,NLD,2020-02-29,10,2,2,
Netherlands,NLD,2020-03-01,18,7,7,
Netherlands,NLD,2020-03-02,24,13,13,
Netherlands,NLD,2020-03-03,38,18,18,
Netherlands,NLD,2020-03-04,82,28,28,
Netherlands,NLD,2020-03-05,128,38,38,
Netherlands,NLD,2020-03-06,188,82,82,
Netherlands,NLD,2020-03-07,265,128,128,
Netherlands,NLD,2020-03-08,321,188,188,
Netherlands,NLD,2020-03-09,382,265,265,
Netherlands,NLD,2020-03-10,503,321,321,
Netherlands,NLD,2020-03-11,603,382,382,
Netherlands,NLD,2020-03-12,804,503,503,
Netherlands,NLD,2020-03-13,959,614,614,
Netherlands,NLD,2020-03-14,1135,804,804,
Netherlands,NLD,2020-03-15,1413,959,959,
Netherlands,NLD,2020-03-16,1705,1135,1135,
Netherlands,NLD,2020-03-17,2051,1413,1413,
New Zealand,NZL,2020-02-28,1,1,1,
New Zealand,NZL,2020-02-29,1,1,1,
New Zealand,NZL,2020-03-01,1,1,1,
New Zealand,NZL,2020-03-02,1,1,1,
New Zealand,NZL,2020-03-03,1,2,,
New Zealand,NZL,2020-03-04,3,2,2,
New Zealand,NZL,2020-03-05,3,2,3,
New Zealand,NZL,2020-03-06,4,4,4,
New Zealand,NZL,2020-03-07,5,5,5,
New Zealand,NZL,2020-03-08,5,5,,
New Zealand,NZL,2020-03-09,5,5,,
New Zealand,NZL,2020-03-10,5,5,,
New Zealand,NZL,2020-03-11,5,5,,
New Zealand,NZL,2020-03-12,5,5,,
New Zealand,NZL,2020-03-13,5,5,,
New Zealand,NZL,2020-03-14,6,6,6,
New Zealand,NZL,2020-03-15,8,6,8,
New Zealand,NZL,2020-03-16,8,6,,
New Zealand,NZL,2020-03-17,12,11,,
Nigeria,NGA,2020-02-28,1,1,1,
Nigeria,NGA,2020-02-29,1,1,1,
Nigeria,NGA,2020-03-01,1,1,1,
Nigeria,NGA,2020-03-02,1,1,1,
Nigeria,NGA,2020-03-03,1,1,,
Nigeria,NGA,2020-03-04,1,1,,
Nigeria,NGA,2020-03-05,1,1,,
Nigeria,NGA,2020-03-06,1,1,,
Nigeria,NGA,2020-03-07,1,1,,
Nigeria,NGA,2020-03-08,1,1,,
Nigeria,NGA,2020-03-09,2,2,,
Nigeria,NGA,2020-03-10,2,2,2,
Nigeria,NGA,2020-03-11,2,2,,
Nigeria,NGA,2020-03-12,2,2,,
Nigeria,NGA,2020-03-13,2,2,,
Nigeria,NGA,2020-03-14,2,2,,
Nigeria,NGA,2020-03-15,2,2,2,
Nigeria,NGA,2020-03-16,2,2,2,
Nigeria,NGA,2020-03-17,3,2,2,
North America,,2020-01-22,1,,2,
North America,,2020-01-23,3,,2,
North America,,2020-01-24,5,,2,
North America,,2020-01-25,5,,3,
North America,,2020-01-26,8,,4,
North America,,2020-01-27,8,,7,
North America,,2020-01-28,9,,8,
North America,,2020-01-29,10,,9,
North America,,2020-01-30,10,,10,
North America,,2020-01-31,12,,11,
North America,,2020-02-01,12,,13,
North America,,2020-02-02,12,,14,
North America,,2020-02-03,15,,17,
North America,,2020-02-04,16,,17,
North America,,2020-02-05,17,,18,
North America,,2020-02-06,18,,19,
North America,,2020-02-07,20,,21,
North America,,2020-02-08,20,,21,
North America,,2020-02-09,20,,21,
North America,,2020-02-10,21,,21,
North America,,2020-02-11,22,,23,
North America,,2020-02-12,22,,23,
North America,,2020-02-13,23,,24,
North America,,2020-02-14,23,,25,
North America,,2020-02-15,23,,26,
North America,,2020-02-16,23,,26,
North America,,2020-02-17,24,,26,
North America,,2020-02-18,24,,26,
North America,,2020-02-19,24,,26,
